"ID";"PLI_mean_theta";"Lw_theta";"Lw_mean_theta";"Lw_normalized_theta";"Cw_theta";"Cw_mean_theta";"Cw_normalized_theta";"PLI_mean_alpha";"Lw_alpha";"Lw_mean_alpha";"Lw_normalized_alpha";"Cw_alpha";"Cw_mean_alpha";"Cw_normalized_alpha";"PLI_mean_alpha_1";"Lw_alpha_1";"Lw_mean_alpha_1";"Lw_normalized_alpha_1";"Cw_alpha_1";"Cw_mean_alpha_1";"Cw_normalized_alpha_1";"PLI_mean_alpha_2";"Lw_alpha_2";"Lw_mean_alpha_2";"Lw_normalized_alpha_2";"Cw_alpha_2";"Cw_mean_alpha_2";"Cw_normalized_alpha_2";"PLI_mean_beta_1";"Lw_beta_1";"Lw_mean_beta_1";"Lw_normalized_beta_1";"Cw_beta_1";"Cw_mean_beta_1";"Cw_normalized_beta_1";"PLI_mean_beta_2";"Lw_beta_2";"Lw_mean_beta_2";"Lw_normalized_beta_2";"Cw_beta_2";"Cw_mean_beta_2";"Cw_normalized_beta_2";"pcrvtot";"pure_IQ"
1215;0,388703;2,64064;2,55905;1,03188;0,383538;0,382699;1,00219;0,371439;2,76807;2,64051;1,04831;0,368784;0,365513;1,00895;0,470429;2,16569;2,14789;1,00828;0,463835;0,465213;0,997039;0,425728;2,40203;2,36353;1,01629;0,420836;0,420335;1,00119;0,326513;3,15832;2,90349;1,08777;0,324539;0,320339;1,01311;0,295702;3,48262;3,12821;1,1133;0,292689;0,289439;1,01123;24;6,96446428262487
1216;0,432594;2,36322;2,26367;1,04398;0,436739;0,429173;1,01763;0,432996;2,36018;2,219;1,06362;0,439626;0,42953;1,0235;0,50863;1,99824;1,9815;1,00845;0,507252;0,504699;1,00506;0,482257;2,11136;2,06867;1,02064;0,484158;0,478468;1,01189;0,400063;2,55521;2,32056;1,10111;0,408454;0,396283;1,03071;0,349255;2,88485;2,53867;1,13636;0,358203;0,344767;1,03897;21;3,38262313800799
1217;0,428659;2,38328;2,2794;1,04557;0,424957;0,422921;1,00481;0,418205;2,44413;2,32909;1,04939;0,413129;0,412307;1,00199;0,510179;1,99093;1,97758;1,00675;0,503709;0,505223;0,997002;0,4667;2,18294;2,15284;1,01398;0,460218;0,461265;0,99773;0,377498;2,66764;2,43306;1,09641;0,377951;0,371535;1,01727;0,383371;2,59122;2,34475;1,10512;0,390995;0,37815;1,03397;16;1,29182886109237
1219;0,447184;2,28171;2,22314;1,02634;0,448261;0,442933;1,01203;0,40975;2,49849;2,40299;1,03974;0,409216;0,405014;1,01037;0,518598;1,95758;1,94556;1,00618;0,514703;0,514289;1,0008;0,455831;2,23687;2,21082;1,01178;0,452627;0,451151;1,00327;0,371968;2,7609;2,59249;1,06496;0,373181;0,367514;1,01542;0,365103;2,79958;2,57487;1,08727;0,371292;0,360961;1,02862;10;-5,29001228352451
1220;0,424794;2,40664;2,35155;1,02343;0,421279;0,419875;1,00334;0,383579;2,67587;2,54335;1,0521;0,38253;0,378755;1,00997;0,501939;2,02468;2,01153;1,00654;0,496666;0,497513;0,998298;0,436852;2,33771;2,30525;1,01408;0,433092;0,432037;1,00244;0,394588;2,5922;2,39741;1,08125;0,404585;0,392362;1,03115;0,406216;2,48294;2,25251;1,1023;0,430322;0,407162;1,05688;16;-1,61737686199201
1221;0,426967;2,3939;2,33834;1,02376;0,426338;0,422707;1,00859;0,406593;2,5182;2,41208;1,04399;0,410727;0,40335;1,01829;0,507196;2,00302;1,99065;1,00621;0,502725;0,502967;0,999519;0,452124;2,25587;2,22461;1,01405;0,453358;0,44845;1,01094;0,377362;2,71133;2,52937;1,07194;0,385798;0,374489;1,0302;0,37194;2,72635;2,48789;1,09585;0,387724;0,370363;1,04687;13;-4,03553571737513
1222;0,416581;2,45592;2,37865;1,03249;0,413886;0,411737;1,00522;0,40694;2,51081;2,36752;1,06052;0,408615;0,402178;1,01601;0,513817;1,97638;1,964;1,00631;0,51065;0,509704;1,00186;0,461033;2,21072;2,17426;1,01677;0,458962;0,456459;1,00548;0,386742;2,63125;2,43447;1,08083;0,392173;0,382628;1,02495;0,385494;2,60072;2,36502;1,09966;0,399513;0,382731;1,04385;12;-4,45369457275826
1223;0,426793;2,3958;2,33841;1,02454;0,423865;0,421554;1,00548;0,388009;2,64552;2,55069;1,03718;0,385287;0,382811;1,00647;0,499688;2,03465;2,02139;1,00656;0,4941;0,494914;0,998355;0,433187;2,35908;2,33016;1,01241;0,427756;0,427867;0,999741;0,360756;2,85297;2,69839;1,05729;0,360108;0,355342;1,01341;0,3523;2,91622;2,71038;1,07594;0,356096;0,347251;1,02547;12;-3,87185342814138
1225;0,527018;1,92532;1,83503;1,04921;0,554201;0,527339;1,05094;0,502736;2,02115;1,92419;1,05039;0,522969;0,501955;1,04187;0,574728;1,76097;1,74995;1,0063;0,584469;0,57292;1,02016;0,533954;1,89956;1,86396;1,0191;0,546815;0,532084;1,02769;0,492465;2,05854;1,89065;1,0888;0,533049;0,49469;1,07754;0,482752;2,09523;1,89799;1,10392;0,530003;0,486086;1,09035;21;2,21894084877424
1233;0,411646;2,48507;2,40447;1,03352;0,407224;0,406211;1,00249;0,421094;2,42485;2,30794;1,05066;0,422508;0,416547;1,01431;0,510074;1,99085;1,97856;1,00621;0,505762;0,505617;1,00029;0,455723;2,23672;2,19723;1,01797;0,453613;0,451213;1,00532;0,367314;2,74058;2,51512;1,08964;0,370234;0,362184;1,02223;0,357491;2,77319;2,51013;1,1048;0,364207;0,351927;1,03489;21;5,12814657185862
1234;0,438756;2,32492;2,21156;1,05126;0,437792;0,433355;1,01024;0,455745;2,23431;2,11256;1,05763;0,458765;0,451022;1,01717;0,532791;1,9034;1,89206;1,00599;0,529205;0,528401;1,00152;0,499437;2,03463;2,0006;1,01701;0,49943;0,495046;1,00886;0,397433;2,50787;2,30152;1,08966;0,402544;0,39186;1,02726;0,387151;2,5611;2,33251;1,098;0,39647;0,382297;1,03707;18;0,964464282624866
1236;0,427607;2,38784;2,2636;1,05489;0,423925;0,421776;1,0051;0,42392;2,40693;2,26342;1,06341;0,420793;0,418154;1,00631;0,501137;2,0275;2,00911;1,00915;0,494937;0,496056;0,997746;0,468503;2,1736;2,12744;1,02169;0,463378;0,463391;0,999973;0,390438;2,57689;2,34308;1,09979;0,390857;0,384681;1,01605;0,367133;2,67984;2,37224;1,12967;0,374527;0,361094;1,0372;14;-3,03553571737513
1240;0,403034;2,54064;2,45931;1,03307;0,398371;0,397678;1,00174;0,388762;2,63567;2,50855;1,05068;0,384443;0,383248;1,00312;0,480037;2,11961;2,10409;1,00738;0,47337;0,475134;0,996286;0,443368;2,30133;2,27142;1,01317;0,437333;0,438092;0,998268;0,357692;2,85407;2,64731;1,0781;0,355235;0,352385;1,00809;0,329615;3,06426;2,77735;1,10331;0,330445;0,324467;1,01842;21;3,96446428262487
1242;0,431629;2,36577;2,28748;1,03423;0,429476;0,426691;1,00653;0,46115;2,20944;2,16191;1,02198;0,461911;0,457471;1,00971;0,552139;1,83476;1,82562;1,00501;0,549204;0,54844;1,00139;0,454367;2,24363;2,21586;1,01253;0,451284;0,449951;1,00296;0,368099;2,77014;2,57817;1,07446;0,367043;0,362875;1,01148;0,311598;3,24888;2,9728;1,09287;0,308426;0,305527;1,00949;19;2,54630542724174
1248;0,436547;2,33821;2,25509;1,03686;0,442512;0,433047;1,02186;0,544244;1,86216;1,79115;1,03965;0,573719;0,546391;1,05001;0,532951;1,90282;1,88915;1,00724;0,539861;0,530875;1,01693;0,595673;1,69706;1,67866;1,01096;0,61612;0,596536;1,03283;0,388671;2,60779;2,35918;1,10538;0,408319;0,387618;1,0534;0,367535;2,73799;2,46094;1,11258;0,384657;0,36569;1,05187;26;7,21894084877424
1250;0,442032;2,30852;2,23641;1,03224;0,442732;0,437729;1,01143;0,464041;2,19521;2,12433;1,03337;0,463929;0,459827;1,00892;0,55349;1,83015;1,82082;1,00513;0,550068;0,549593;1,00087;0,494292;2,05649;2,02808;1,01401;0,492254;0,490057;1,00448;0,381768;2,6455;2,4064;1,09936;0,390742;0,378037;1,03361;0,386955;2,58808;2,32728;1,11207;0,410959;0,386365;1,06365;15;-0,871853428141381
1251;0,433017;2,35747;2,25507;1,04541;0,433174;0,42868;1,01048;0,459646;2,21643;2,13018;1,04049;0,460576;0,455106;1,01202;0,541502;1,87187;1,86201;1,0053;0,539245;0,537699;1,00288;0,490334;2,07364;2,04791;1,01257;0,487223;0,485788;1,00295;0,371003;2,73593;2,53659;1,07859;0,371363;0,365716;1,01544;0,358772;2,77935;2,5443;1,09238;0,367083;0,35449;1,03552;22;4,96446428262487
1252;0,474011;2,1465;2,04232;1,05101;0,479898;0,470012;1,02103;0,465823;2,18649;2,11553;1,03354;0,46468;0,461451;1,007;0,549737;1,84301;1,83335;1,00527;0,547197;0,545883;1,00241;0,497583;2,04245;2,0196;1,01131;0,49362;0,492962;1,00134;0,399737;2,49921;2,28768;1,09246;0,405944;0,394354;1,02939;0,403424;2,43973;2,21912;1,09941;0,417017;0,398885;1,04546;25;7,38262313800799
1253;0,473892;2,14804;2,09236;1,02661;0,473116;0,46972;1,00723;0,494782;2,05439;2,01172;1,02121;0,495629;0,491013;1,0094;0,586477;1,72439;1,71722;1,00418;0,584413;0,582857;1,00267;0,465673;2,18727;2,14153;1,02136;0,463402;0,461194;1,00479;0,428428;2,38217;2,21928;1,0734;0,432769;0,424697;1,01901;0,43095;2,32566;2,13043;1,09164;0,448066;0,429535;1,04314;7;-8,87185342814138
1258;0,4332;2,35514;2,25353;1,04509;0,431783;0,428341;1,00804;0,441212;2,31228;2,22307;1,04013;0,441343;0,436711;1,01061;0,525643;1,93008;1,91809;1,00625;0,521447;0,521429;1,00003;0,477032;2,13342;2,10051;1,01567;0,476344;0,473124;1,0068;0,370833;2,71435;2,4881;1,09093;0,370687;0,365604;1,0139;0,369032;2,71518;2,48306;1,09348;0,367419;0,363195;1,01163;15;-1,45369457275826
1259;0,420688;2,42907;2,32422;1,04511;0,416996;0,415454;1,00371;0,429268;2,37906;2,28033;1,04329;0,427889;0,424555;1,00785;0,524985;1,93257;1,92175;1,00563;0,520153;0,520552;0,999233;0,466586;2,18284;2,14735;1,01653;0,46418;0,4621;1,0045;0,361913;2,79977;2,57369;1,08784;0,358929;0,355792;1,00882;0,33312;2,9771;2,67573;1,11263;0,332746;0,326777;1,01827;25;9,12814657185862
1261;0,41558;2,4611;2,39866;1,02603;0,411466;0,410349;1,00272;0,436398;2,33944;2,27484;1,0284;0,433951;0,431497;1,00569;0,520518;1,94967;1,93875;1,00563;0,514724;0,515932;0,997659;0,46914;2,17054;2,14868;1,01018;0,46449;0,464195;1,00064;0,335573;3,04742;2,79912;1,08871;0,334002;0,329945;1,0123;0,32685;3,09933;2,81979;1,09914;0,328936;0,321685;1,02254;25;7,96446428262487
1262;0,436105;2,34088;2,25739;1,03699;0,436546;0,431352;1,01204;0,437623;2,33136;2,22672;1,04699;0,438179;0,432475;1,01319;0,516765;1,96427;1,95203;1,00627;0,512558;0,512278;1,00055;0,479601;2,12161;2,09193;1,01419;0,477675;0,474895;1,00585;0,379848;2,65481;2,42731;1,09373;0,386052;0,374626;1,0305;0,366457;2,72139;2,46827;1,10255;0,374061;0,361216;1,03556;21;3,96446428262487
1266;0,412559;2,47973;2,38854;1,03818;0,408422;0,407326;1,00269;0,418122;2,44514;2,36309;1,03472;0,413863;0,412904;1,00232;0,49404;2,05758;2,04265;1,00731;0,488229;0,489528;0,997347;0,471387;2,15985;2,13658;1,01089;0,466461;0,466661;0,999571;0,343086;2,96631;2,69654;1,10005;0,342295;0,337865;1,01311;0,334366;2,98663;2,65663;1,12422;0,342296;0,329992;1,03729;13;-5,78105915122576
1270;0,402514;2,54429;2,47762;1,02691;0,3984;0,397214;1,00299;0,414728;2,46616;2,37564;1,0381;0,412651;0,409816;1,00692;0,493631;2,05933;2,0456;1,00671;0,488484;0,48893;0,999089;0,467383;2,17899;2,15603;1,01065;0,463227;0,462664;1,00122;0,370858;2,73671;2,51035;1,09017;0,373158;0,366151;1,01914;0,346274;2,90027;2,63402;1,10108;0,348984;0,341356;1,02235;19;0,218940848774238
1271;0,408423;2,50553;2,42601;1,03278;0,405201;0,403407;1,00445;0,390871;2,62108;2,50623;1,04583;0,388239;0,385799;1,00632;0,48694;2,08857;2,07395;1,00705;0,480866;0,482199;0,997235;0,442502;2,30599;2,27737;1,01257;0,437734;0,437597;1,00031;0,352133;2,88026;2,65605;1,08442;0,352134;0,346966;1,01489;0,343043;2,92495;2,67452;1,09364;0,345287;0,33829;1,02068;12;-5,03553571737513
1272;0,423621;2,41101;2,31481;1,04156;0,419473;0,418092;1,0033;0,433747;2,35326;2,25717;1,04257;0,431808;0,428662;1,00734;0,514347;1,97379;1,9618;1,00611;0,509069;0,509717;0,998729;0,476852;2,13425;2,10669;1,01308;0,472979;0,472032;1,00201;0,384638;2,62351;2,42136;1,08349;0,384948;0,379104;1,01542;0,363878;2,71214;2,46459;1,10044;0,369122;0,358398;1,02992;3;-12,8718534281414
1274;0,394122;2,59976;2,51021;1,03568;0,388397;0,388611;0,999449;0,525019;1,93245;1,91788;1,00759;0,523932;0,521485;1,00469;0,499721;2,03343;2,01929;1,007;0,493991;0,495118;0,997723;0,571634;1,77043;1,76236;1,00458;0,569688;0,568311;1,00242;0,356119;2,84798;2,63227;1,08195;0,353323;0,350295;1,00864;0,333143;3,05095;2,79375;1,09206;0,330309;0,327464;1,00869;17;-0,0355357173751335
1279;0,416958;2,45269;2,37172;1,03414;0,416927;0,412457;1,01084;0,378934;2,70904;2,58545;1,0478;0,377334;0,373625;1,00993;0,489062;2,07921;2,0645;1,00713;0,484034;0,484396;0,999253;0,431765;2,36549;2,33451;1,01327;0,426879;0,4265;1,00089;0,334961;3,05936;2,79172;1,09587;0,336858;0,32961;1,02199;0,323306;3,13856;2,82394;1,11141;0,327539;0,317812;1,03061;21;3,96446428262487
1281;0,430259;2,37482;2,26105;1,05032;0,426205;0,424357;1,00436;0,472475;2,1566;2,10129;1,02632;0,469471;0,46725;1,00475;0,546033;1,85713;1,84686;1,00556;0,540564;0,541415;0,998429;0,496782;2,04752;2,02456;1,01134;0,49228;0,491678;1,00122;0,39137;2,57419;2,36917;1,08654;0,39094;0,384985;1,01547;0,373779;2,65117;2,41828;1,0963;0,376947;0,367734;1,02505;18;1,54630542724174
1282;0,407338;2,51267;2,43661;1,03121;0,402752;0,401948;1,002;0,489501;2,07728;2,04078;1,01789;0,490123;0,485978;1,00853;0,533474;1,90089;1,89026;1,00562;0,529678;0,529433;1,00046;0,535965;1,89179;1,88075;1,00587;0,53456;0,532475;1,00391;0,352868;2,89603;2,68581;1,07827;0,351821;0,347618;1,01209;0,336772;3,0191;2,77098;1,08954;0,336768;0,331415;1,01615;12;-5,61737686199201
1283;0,411229;2,48824;2,4021;1,03586;0,409483;0,406599;1,00709;0,449203;2,27034;2,18064;1,04113;0,453374;0,445863;1,01685;0,522536;1,94191;1,93032;1,00601;0,521512;0,518905;1,00502;0,48897;2,07961;2,05537;1,01179;0,487905;0,484982;1,00603;0,371849;2,72955;2,50209;1,09091;0,37361;0,366978;1,01807;0,341865;2,94258;2,65828;1,10695;0,345219;0,337219;1,02372;28;12,1281465718586
1290;-6,27744e+66;1e+10;1e+10;1;-6,27744e+66;-6,27744e+66;1;-6,27744e+66;1e+10;1e+10;1;-6,27744e+66;-6,27744e+66;1;-6,27744e+66;1e+10;1e+10;1;-6,27744e+66;-6,27744e+66;1;-6,27744e+66;1e+10;1e+10;1;-6,27744e+66;-6,27744e+66;1;-6,27744e+66;1e+10;1e+10;1;-6,27744e+66;-6,27744e+66;1;-6,27744e+66;1e+10;1e+10;1;-6,27744e+66;-6,27744e+66;1;23;5,38262313800799
